,age,sex,income,height,city,education,children
613,37,Male,31550,1.99,Houston,Bachelor,0
615,56,Female,24070,1.82,Chicago,Master,5
617,78,Male,30659,1.75,Houston,No especificado,2
618,84,Female,69276,1.77,Los Angeles,No especificado,0
619,42,Male,45748,1.81,Phoenix,No especificado,3
620,60,Female,56304,1.71,Houston,PhD,0
621,57,Male,25159,1.89,Los Angeles,Bachelor,1
622,57,Male,50181,1.89,Los Angeles,PhD,4
623,87,Female,40406,1.91,Chicago,Master,4
624,28,Male,78027,1.72,Chicago,Bachelor,1
626,61,Female,77909,1.95,Chicago,Bachelor,3
627,95,Male,53539,1.73,Houston,Bachelor,0
628,22,Male,85032,1.62,New York,PhD,2
630,11,Male,70616,1.65,Houston,No especificado,2
631,37,Female,99185,1.79,Los Angeles,No especificado,0
632,66,Male,84213,1.61,Phoenix,Master,1
633,85,Male,41741,1.82,Houston,No especificado,3
634,82,Male,63286,1.66,Los Angeles,Master,2
636,43,Female,38789,1.9,Chicago,PhD,0
637,12,Male,40887,1.71,Chicago,Bachelor,0
638,97,Female,22631,1.83,Chicago,No especificado,4
639,31,Male,30991,1.61,New York,No especificado,2
640,87,Female,47964,1.85,Houston,Master,5
641,40,Female,59872,1.77,Houston,Bachelor,1
642,29,Female,24527,1.69,Chicago,Master,3
643,26,Male,88703,1.6,Houston,PhD,1
645,4,Male,57999,1.75,New York,Bachelor,1
646,6,Male,53726,1.98,Los Angeles,Bachelor,0
647,32,Female,69742,1.86,Phoenix,No especificado,3
648,61,Female,81020,1.65,Phoenix,Master,5
649,79,Male,41815,1.9,Chicago,Master,0
650,99,Male,81551,1.86,Houston,PhD,4
651,10,Female,89642,1.84,Chicago,Master,5
652,59,Female,51373,1.5,Phoenix,Bachelor,2
653,54,Male,65295,1.75,Los Angeles,Master,5
654,81,Female,22089,1.54,Los Angeles,PhD,2
655,74,Male,31360,1.73,Chicago,Bachelor,3
656,25,Female,83379,1.51,Phoenix,No especificado,2
657,92,Male,21625,1.76,Chicago,Bachelor,4
658,90,Male,95186,1.72,New York,Master,4
659,50,Male,87177,1.83,New York,PhD,4
660,64,Female,59550,1.87,Phoenix,PhD,2
661,52,Female,62310,1.54,Houston,No especificado,3
662,32,Male,90073,1.75,New York,Bachelor,0
663,19,Female,97051,1.64,Houston,No especificado,1
664,84,Female,45131,1.96,Houston,PhD,1
665,89,Female,20243,1.89,Houston,PhD,4
666,1,Female,20903,1.77,Houston,PhD,1
667,97,Female,95588,1.55,Chicago,Bachelor,5
668,99,Female,64949,1.63,New York,Master,5
669,14,Male,75167,1.52,New York,Bachelor,4
670,100,Male,63994,1.74,Houston,Master,5
671,55,Female,48304,1.94,Chicago,PhD,5
672,29,Female,45327,1.72,Los Angeles,PhD,1
673,23,Male,73696,1.58,New York,PhD,1
674,90,Male,84812,1.79,Chicago,Master,3
675,67,Female,30299,2.0,Chicago,PhD,1
676,60,Male,71175,1.93,New York,PhD,5
677,7,Female,43937,1.78,Los Angeles,Bachelor,3
680,16,Female,96007,1.55,Phoenix,Bachelor,4
682,18,Male,76784,1.99,Chicago,Bachelor,1
683,60,Male,89265,1.53,Chicago,No especificado,2
684,86,Female,82401,1.84,Chicago,Bachelor,4
685,68,Male,47647,1.76,Phoenix,Master,0
686,72,Female,33717,1.62,Houston,PhD,2
690,57,Male,66808,1.93,Los Angeles,PhD,3
691,79,Female,53213,1.95,New York,No especificado,5
693,65,Male,99821,1.79,Phoenix,PhD,5
694,55,Male,92376,1.76,New York,PhD,5
695,71,Male,85808,1.51,New York,PhD,5
696,58,Female,25815,1.53,Phoenix,Master,1
698,96,Female,23137,1.93,Chicago,PhD,3
699,61,Female,60033,1.62,Los Angeles,Master,0
700,58,Male,62693,1.8,Houston,PhD,2
702,97,Female,24498,1.79,Phoenix,No especificado,5
703,32,Female,77466,1.68,Houston,Bachelor,4
704,82,Male,29867,1.82,Houston,No especificado,2
705,36,Male,67048,1.96,Houston,Master,3
706,99,Female,88219,1.82,Chicago,PhD,5
707,100,Male,81360,1.5,New York,Master,4
708,67,Male,93341,1.73,New York,No especificado,4
709,63,Male,35238,1.75,Phoenix,No especificado,5
711,31,Female,64702,1.82,New York,PhD,2
712,36,Male,50830,1.86,Los Angeles,Bachelor,3
713,57,Female,63921,1.91,Houston,No especificado,2
714,10,Male,93583,1.54,Los Angeles,Bachelor,0
715,92,Female,95305,1.63,Los Angeles,Master,0
716,37,Female,73027,1.61,Houston,Master,4
717,31,Male,48195,1.96,Phoenix,Master,5
718,35,Male,43504,1.92,Phoenix,Bachelor,0
719,43,Female,87264,1.78,Los Angeles,Bachelor,3
720,41,Male,71940,1.52,New York,No especificado,2
722,11,Male,81739,1.61,Chicago,Bachelor,1
723,18,Female,96706,1.56,New York,Master,1
724,20,Female,87306,1.96,New York,No especificado,1
725,30,Female,23439,1.99,Los Angeles,No especificado,0
726,50,Male,77483,1.56,New York,No especificado,3
727,89,Female,36433,1.53,New York,Bachelor,1
728,20,Female,53252,1.92,Chicago,Master,4
729,91,Female,33166,1.91,Phoenix,Master,4
731,9,Male,80795,1.53,Phoenix,PhD,1
732,54,Female,88457,1.96,New York,Master,3
733,53,Male,57411,1.64,New York,Bachelor,5
734,43,Female,36659,1.86,Chicago,Master,1
735,70,Male,61199,1.67,Los Angeles,Master,4
737,54,Male,56858,1.95,New York,Bachelor,3
738,8,Female,99543,1.93,Phoenix,Master,5
739,27,Male,77499,1.56,Chicago,Bachelor,5
741,50,Female,90559,1.71,Houston,Bachelor,5
742,99,Female,96329,1.81,Chicago,Bachelor,0
745,3,Female,41815,1.59,Phoenix,No especificado,1
746,98,Female,65364,1.78,Houston,Master,1
748,49,Male,88333,1.51,Los Angeles,PhD,2
749,62,Male,92695,1.95,New York,No especificado,3
750,1,Male,67664,1.75,Chicago,PhD,1
751,46,Male,93899,1.82,Chicago,PhD,5
752,39,Male,35055,1.85,Chicago,PhD,0
753,97,Female,66957,1.62,Los Angeles,PhD,0
754,50,Female,92843,1.81,New York,Bachelor,5
755,54,Female,20802,1.67,New York,PhD,0
756,69,Female,30884,1.5,Chicago,Master,0
757,96,Female,33982,1.99,Phoenix,No especificado,2
758,95,Male,69487,1.93,Houston,Master,0
759,70,Male,40478,1.94,Chicago,Master,5
760,78,Female,35014,1.81,Los Angeles,No especificado,3
762,63,Female,78329,1.57,New York,Master,4
763,29,Female,88708,1.84,Houston,No especificado,5
764,35,Male,90280,1.58,Los Angeles,PhD,3
765,56,Male,92111,1.89,New York,Master,1
766,63,Female,33363,1.79,Los Angeles,Master,1
767,4,Male,77731,1.61,Los Angeles,Bachelor,2
768,50,Female,64065,1.8,Phoenix,Master,2
770,86,Female,37409,1.84,Chicago,Bachelor,4
772,52,Male,63659,1.81,Houston,Master,4
773,93,Male,85323,1.83,Houston,No especificado,4
774,22,Female,43535,1.86,Phoenix,Bachelor,5
775,60,Male,84448,1.67,Phoenix,PhD,4
778,69,Male,83963,1.9,Los Angeles,No especificado,2
780,51,Female,33222,1.87,Los Angeles,No especificado,2
781,76,Male,73106,1.72,New York,No especificado,3
782,73,Male,93687,1.95,Houston,Bachelor,0
783,85,Male,30931,1.54,Chicago,No especificado,0
784,4,Male,93825,1.82,New York,Bachelor,5
785,11,Male,96588,1.83,Los Angeles,No especificado,4
787,55,Male,87692,1.54,Los Angeles,Bachelor,0
788,18,Male,24912,1.71,New York,Bachelor,4
790,24,Male,76180,1.7,Houston,No especificado,1
792,34,Male,61318,1.76,Houston,Master,2
793,49,Male,42302,1.94,Phoenix,PhD,4
794,42,Female,58281,1.85,Houston,Master,0
795,28,Male,59467,1.58,Los Angeles,Master,5
797,42,Female,35760,1.51,Phoenix,Master,0
798,44,Female,59714,1.8,Los Angeles,Master,3
799,98,Male,65961,1.69,Los Angeles,No especificado,3
800,49,Female,43745,1.81,Chicago,PhD,0
801,36,Female,24303,1.88,Chicago,Master,2
802,97,Female,38317,1.67,Houston,No especificado,2
803,54,Male,75018,1.5,Los Angeles,Master,5
804,33,Male,75444,1.58,Phoenix,Bachelor,0
805,11,Female,32865,1.84,Chicago,Bachelor,5
806,61,Male,78318,1.59,Houston,PhD,4
809,70,Male,66660,1.64,Chicago,Bachelor,0
810,7,Female,42902,1.67,Houston,Master,4
811,45,Female,86970,1.81,Los Angeles,Master,3
812,29,Male,38888,1.56,Los Angeles,No especificado,0
813,84,Female,38469,1.76,Houston,Master,0
814,9,Male,48552,1.85,Phoenix,Bachelor,1
815,100,Male,43444,1.78,Phoenix,Bachelor,2
816,84,Male,91973,1.92,New York,Master,5
817,6,Female,46997,1.66,Los Angeles,No especificado,5
819,4,Male,29078,1.89,Houston,Bachelor,3
820,32,Male,48666,1.62,Chicago,No especificado,0
822,3,Female,21764,1.89,Houston,PhD,4
823,80,Male,52545,1.56,Houston,Bachelor,1
824,20,Female,23131,1.74,Chicago,No especificado,1
826,17,Female,95795,1.99,New York,No especificado,2
827,61,Male,31109,1.52,Phoenix,Master,0
828,86,Male,89477,1.86,Los Angeles,Bachelor,0
829,15,Male,57281,1.62,Phoenix,PhD,3
830,73,Female,62488,1.59,Phoenix,Master,5
831,28,Female,57504,1.72,New York,No especificado,4
832,60,Male,53361,1.53,Phoenix,Master,4
833,90,Female,86445,1.75,Chicago,Bachelor,5
834,33,Male,59122,1.54,Houston,PhD,1
835,99,Male,37806,1.8,Phoenix,PhD,0
837,22,Male,66925,1.88,New York,No especificado,2
838,78,Male,45829,1.65,Phoenix,No especificado,1
839,78,Female,88856,1.57,New York,Bachelor,3
840,96,Female,32375,1.65,New York,No especificado,1
841,92,Male,20534,1.91,Chicago,PhD,2
842,15,Male,33443,1.92,Los Angeles,Bachelor,1
844,21,Male,73525,1.56,Houston,Bachelor,2
845,40,Female,67197,1.56,Phoenix,PhD,2
846,14,Male,98974,1.92,Houston,No especificado,0
847,75,Female,99206,1.86,New York,Bachelor,4
848,4,Male,83767,1.75,Phoenix,PhD,5
849,40,Female,58090,1.6,New York,Master,4
850,74,Male,36391,1.86,Houston,No especificado,2
851,87,Female,40188,1.71,New York,No especificado,0
852,49,Female,52646,1.58,New York,No especificado,0
853,51,Male,95529,1.84,Phoenix,PhD,5
854,92,Female,95845,1.57,Los Angeles,PhD,5
855,26,Female,45241,1.51,Phoenix,No especificado,4
856,10,Female,48275,1.97,Chicago,PhD,1
857,76,Female,44117,1.63,Phoenix,Bachelor,3
858,89,Female,49258,1.63,Houston,Master,0
859,81,Female,70293,1.6,Chicago,PhD,4
860,32,Female,24422,1.86,New York,PhD,2
861,14,Male,48943,1.86,Phoenix,PhD,4
862,90,Male,36841,1.68,Houston,Bachelor,3
863,99,Female,56357,1.79,New York,PhD,4
864,39,Male,89904,1.99,New York,No especificado,2
866,77,Male,72682,1.63,Houston,Master,3
868,73,Male,37156,1.75,Chicago,PhD,4
869,6,Female,69834,1.65,Los Angeles,Master,2
870,45,Female,83655,1.57,Phoenix,Bachelor,3
871,69,Female,28092,1.99,New York,Bachelor,4
872,55,Male,52744,1.64,Los Angeles,No especificado,4
873,85,Female,48852,1.86,Chicago,Bachelor,1
874,48,Female,26268,1.9,New York,Bachelor,5
875,9,Male,92690,1.93,Chicago,PhD,1
877,83,Male,90103,1.81,Chicago,No especificado,5
878,44,Male,22801,1.91,Houston,Master,2
879,2,Female,97706,1.74,Chicago,Master,5
880,54,Male,28540,1.61,Los Angeles,Master,0
881,63,Male,78172,1.87,Houston,Master,1
882,14,Female,56027,1.96,Phoenix,Master,0
883,56,Female,95366,1.6,Houston,No especificado,5
884,47,Female,88586,1.98,New York,Bachelor,5
885,82,Female,77402,1.76,New York,Master,2
886,59,Male,67513,1.83,Phoenix,Master,2
887,91,Male,47394,1.86,Houston,Bachelor,1
888,20,Female,74963,1.85,Los Angeles,PhD,4
889,56,Female,94715,1.94,Phoenix,Master,4
890,23,Male,94190,1.87,Houston,Master,5
891,94,Male,84348,1.56,Los Angeles,Master,4
892,67,Female,69046,1.51,Phoenix,Master,0
893,84,Female,57508,1.98,Chicago,PhD,1
894,35,Male,65028,1.86,Phoenix,No especificado,5
895,79,Male,53591,1.93,Chicago,Bachelor,3
897,100,Male,34458,1.52,New York,Bachelor,5
898,62,Male,57431,1.97,Los Angeles,Master,1
899,60,Female,47714,1.94,Chicago,No especificado,4
900,56,Female,66719,1.71,Houston,Bachelor,1
901,94,Male,28743,1.67,Houston,No especificado,4
904,42,Male,22409,1.61,Houston,Master,0
906,12,Female,87572,1.78,Chicago,PhD,0
907,36,Male,23329,1.89,Phoenix,No especificado,0
908,58,Female,58414,1.61,Los Angeles,Bachelor,2
909,32,Female,28569,1.79,New York,PhD,0
910,97,Female,70888,1.64,Houston,Bachelor,0
911,60,Male,83647,1.95,Los Angeles,Bachelor,5
912,73,Male,53379,1.74,New York,Master,0
913,79,Male,65411,1.55,Houston,Master,3
914,86,Male,75010,1.71,Houston,PhD,3
915,49,Male,26393,1.83,New York,PhD,1
916,44,Female,81517,1.52,Los Angeles,Master,0
917,4,Male,37090,1.67,Houston,Bachelor,5
918,64,Male,86607,1.63,New York,Master,4
919,42,Female,28529,1.54,Los Angeles,Master,2
921,63,Male,27825,1.84,Los Angeles,Bachelor,3
922,28,Female,40157,1.96,Houston,Bachelor,4
923,46,Female,43203,1.78,Los Angeles,Master,1
924,34,Female,95284,1.67,Houston,PhD,5
925,44,Female,67311,1.65,Phoenix,Bachelor,4
926,36,Male,85621,1.67,New York,Bachelor,3
927,77,Male,59048,1.84,Chicago,PhD,4
928,90,Male,69145,1.57,New York,No especificado,0
930,72,Male,22199,1.75,Houston,Bachelor,4
931,2,Male,74448,1.92,Chicago,PhD,0
932,67,Male,63795,1.7,Los Angeles,Master,2
934,11,Male,97347,1.56,Los Angeles,No especificado,4
935,31,Female,20262,1.76,Los Angeles,No especificado,1
936,93,Male,58514,1.62,Los Angeles,No especificado,0
937,53,Female,68673,1.58,Phoenix,PhD,4
938,63,Female,82788,1.97,Los Angeles,No especificado,5
940,98,Female,74869,1.73,Phoenix,Master,5
941,31,Male,97398,1.59,Houston,Bachelor,2
942,89,Female,40785,1.83,Phoenix,PhD,3
943,61,Male,31040,1.51,Chicago,No especificado,2
944,83,Female,86024,1.53,Houston,No especificado,4
945,92,Female,49733,1.92,Houston,Bachelor,0
946,63,Male,37680,1.67,Houston,Master,5
947,58,Female,47269,1.64,Houston,No especificado,2
948,3,Male,54059,1.63,Phoenix,Bachelor,4
949,12,Female,81234,1.52,Los Angeles,PhD,0
950,38,Female,25290,1.51,New York,PhD,2
951,29,Female,24454,1.57,Chicago,Master,2
952,52,Female,32891,1.76,Houston,No especificado,2
953,89,Male,71119,1.95,Chicago,PhD,0
954,32,Female,60334,1.62,Phoenix,No especificado,1
955,40,Male,55682,1.71,Phoenix,Bachelor,4
956,85,Male,39693,1.84,New York,Master,3
957,75,Female,63153,1.77,New York,PhD,0
958,48,Male,99936,1.56,New York,Master,1
959,61,Female,46061,1.65,Chicago,PhD,1
960,71,Male,65405,1.87,Los Angeles,PhD,1
961,68,Female,59809,1.54,New York,Bachelor,1
962,45,Male,59224,1.91,Chicago,Master,2
963,55,Female,87022,1.9,Houston,PhD,4
965,71,Female,49668,1.55,New York,PhD,5
966,43,Male,29697,1.74,Chicago,No especificado,5
967,46,Male,53541,1.76,Chicago,No especificado,4
968,90,Male,84947,1.56,Los Angeles,Bachelor,2
969,59,Male,60079,1.58,Phoenix,Bachelor,3
971,40,Female,36979,1.98,New York,PhD,0
972,33,Male,47984,1.83,Chicago,No especificado,3
973,30,Female,22377,1.58,Phoenix,No especificado,2
974,16,Female,29169,1.67,Phoenix,No especificado,2
975,93,Female,55116,1.99,Phoenix,PhD,0
977,41,Male,72632,1.68,Los Angeles,Master,0
978,16,Male,63086,1.93,Los Angeles,PhD,3
979,96,Male,20075,1.56,Houston,No especificado,4
981,98,Male,79265,1.6,Los Angeles,PhD,1
982,89,Female,32876,1.55,Chicago,Master,2
983,24,Female,49968,1.94,Los Angeles,Master,2
984,25,Female,62519,1.85,New York,Master,3
985,28,Female,30784,1.64,Los Angeles,Master,2
986,95,Male,23265,1.68,New York,Bachelor,2
987,62,Male,94172,1.87,Phoenix,No especificado,2
988,36,Female,72017,1.88,Chicago,Bachelor,3
989,93,Male,34462,1.75,Chicago,No especificado,0
990,76,Female,88522,1.57,Los Angeles,Master,1
991,98,Male,97906,1.78,Los Angeles,No especificado,5
992,68,Female,80692,1.57,Chicago,No especificado,3
993,77,Male,21475,1.65,Houston,PhD,1
994,37,Male,34715,1.87,Phoenix,PhD,1
995,13,Female,53994,1.69,Chicago,PhD,3
996,25,Male,28478,1.86,Chicago,PhD,0
997,38,Female,43708,1.68,Phoenix,No especificado,5
998,30,Male,94547,1.55,Phoenix,Bachelor,4
999,47,Male,85538,1.89,Los Angeles,No especificado,4
1000,23,Female,20799,1.91,Chicago,Master,0
1002,2,Female,42309,1.77,Chicago,No especificado,0
1003,91,Male,70617,1.66,Phoenix,PhD,2
1004,69,Male,83592,1.63,Houston,Master,4
1005,17,Female,24769,1.77,Los Angeles,PhD,1
1006,36,Male,66507,1.82,Phoenix,PhD,5
1007,6,Female,22182,1.75,Los Angeles,Bachelor,2
1008,7,Male,75306,1.74,Phoenix,Master,2
1009,71,Female,86259,1.6,Houston,Master,4
1010,38,Male,91941,1.95,Houston,No especificado,0
1011,90,Female,51530,1.55,Chicago,PhD,4
1012,17,Male,65051,1.52,New York,PhD,4
1013,82,Male,69534,1.97,Chicago,PhD,2
1014,97,Male,62684,1.68,Chicago,Master,4
1015,63,Female,57909,1.62,Los Angeles,PhD,3
1016,14,Male,78533,1.74,Houston,No especificado,3
1017,2,Female,41855,1.68,New York,Master,0
1018,74,Male,94387,1.85,Houston,Bachelor,4
1019,37,Male,37060,1.89,Houston,No especificado,4
1020,61,Female,68866,1.82,Los Angeles,PhD,5
1021,62,Male,84715,1.86,Phoenix,Bachelor,2
1022,57,Female,97485,1.62,Los Angeles,Master,4
1025,7,Male,33309,1.58,New York,Bachelor,4
1026,33,Female,59149,1.95,Chicago,No especificado,4
1027,62,Female,55495,1.62,Chicago,No especificado,3
1028,15,Male,76840,1.66,New York,Master,3
1029,9,Female,47426,1.72,Phoenix,No especificado,5
1030,52,Female,50366,1.56,Los Angeles,Bachelor,1
1031,63,Male,27472,1.5,Los Angeles,Master,1
1032,10,Male,94168,1.57,Los Angeles,PhD,0
1033,74,Male,89227,1.99,Phoenix,PhD,5
1034,81,Male,77788,1.95,Houston,Bachelor,0
1035,88,Female,28542,1.57,New York,PhD,4
1036,7,Female,78507,1.59,Houston,PhD,2
1037,20,Female,50913,1.54,Phoenix,Bachelor,0
1038,20,Male,70091,1.88,New York,No especificado,4
1039,73,Female,62204,1.54,Phoenix,No especificado,5
1040,39,Female,76096,1.91,New York,No especificado,1
1041,11,Female,95315,1.63,Phoenix,PhD,4
1042,32,Male,98599,1.67,Phoenix,Bachelor,1
1044,72,Female,86344,1.76,Chicago,Bachelor,4
1046,54,Female,72455,1.93,Phoenix,PhD,4
1047,78,Female,41215,1.77,Houston,No especificado,1
1048,77,Male,73032,1.86,Houston,PhD,0
1050,29,Female,43702,1.94,New York,Master,1
1051,100,Male,85300,1.66,Phoenix,Master,3
1052,67,Male,20894,1.64,Chicago,Master,1
1053,49,Female,97201,1.75,Los Angeles,Bachelor,2
1054,58,Male,25179,1.92,Houston,Bachelor,5
1055,57,Male,93648,1.77,Houston,Master,5
1056,39,Male,71359,1.51,New York,PhD,2
1057,76,Female,48167,1.79,Los Angeles,Master,0
1058,55,Female,44127,1.72,Chicago,Bachelor,0
1060,73,Female,83527,1.81,Phoenix,PhD,5
1061,80,Female,84641,1.93,Phoenix,Master,4
1062,8,Male,29608,1.93,New York,Master,4
1063,79,Female,86663,1.77,Los Angeles,PhD,5
1064,95,Female,27452,1.89,Phoenix,PhD,0
1065,13,Male,60079,1.59,New York,No especificado,4
1066,98,Male,29581,1.61,New York,No especificado,1
1067,27,Male,94355,1.83,Houston,Bachelor,5
1068,81,Male,50963,1.7,New York,Master,5
1070,34,Female,75640,1.5,New York,No especificado,4
1071,85,Female,72347,1.74,Chicago,Bachelor,1
1072,11,Female,25506,1.86,Phoenix,Bachelor,0
1073,21,Male,70487,1.67,New York,Master,1
1074,31,Male,44908,1.7,Phoenix,Master,3
1075,23,Male,79293,1.66,New York,Bachelor,0
1076,71,Male,96735,1.77,New York,Bachelor,5
1077,10,Female,25562,1.53,Phoenix,Bachelor,3
1078,21,Male,59895,1.51,New York,Master,5
1079,1,Male,99125,1.95,Houston,Master,4
1080,53,Female,71319,1.91,Los Angeles,Bachelor,1
1081,58,Male,30749,1.97,Chicago,Master,2
1082,89,Male,59636,1.74,Houston,Master,3
1084,61,Female,21768,1.58,Houston,Bachelor,1
1085,38,Male,24829,1.77,Houston,No especificado,2
1086,5,Female,57508,1.69,Phoenix,No especificado,5
1087,30,Male,26441,1.72,Houston,Master,5
1088,37,Female,99803,1.98,Los Angeles,PhD,0
1089,91,Female,57826,1.6,Los Angeles,Bachelor,4
1090,37,Male,29911,1.62,Los Angeles,No especificado,3
1091,90,Male,58015,1.79,Chicago,Bachelor,4
1092,59,Male,96623,1.79,Chicago,Bachelor,4
1093,10,Female,45828,1.95,Chicago,PhD,0
1094,88,Female,92217,1.78,Phoenix,Master,1
1095,30,Male,21361,1.83,Los Angeles,PhD,5
1097,81,Female,84702,1.76,Houston,PhD,3
1098,76,Male,47099,1.71,Houston,PhD,3
1100,26,Male,56789,1.94,Los Angeles,Master,1
1101,55,Male,67755,1.71,Phoenix,Master,0
1102,15,Male,28837,1.63,Chicago,Bachelor,5
1103,70,Female,86113,1.59,Phoenix,Master,5
1104,29,Female,80682,1.51,Los Angeles,PhD,5
1105,83,Female,51115,1.76,Phoenix,PhD,2
1106,20,Male,85508,1.9,Phoenix,Master,0
1107,35,Male,70782,1.71,Los Angeles,No especificado,3
1108,19,Male,45306,1.62,Chicago,No especificado,4
1109,10,Male,33234,1.67,Phoenix,Bachelor,5
1110,8,Female,67486,1.65,New York,Bachelor,2
1112,40,Female,83272,1.53,Los Angeles,PhD,2
1115,73,Male,89275,1.69,Houston,No especificado,1
1116,37,Male,41637,1.58,New York,Master,3
1117,57,Male,41053,1.53,New York,Master,4
1118,16,Male,39820,1.73,Phoenix,No especificado,2
1119,60,Male,53893,1.77,Houston,No especificado,4
1120,89,Male,20277,1.75,Houston,Master,5
1121,39,Male,35386,1.82,Chicago,No especificado,4
1122,90,Female,56530,1.78,New York,PhD,2
1123,52,Female,75131,1.73,New York,No especificado,4
1124,35,Female,53760,1.87,Phoenix,No especificado,1
1125,65,Male,28087,1.63,Los Angeles,PhD,3
1126,70,Female,36456,1.82,Phoenix,Bachelor,3
1127,64,Female,57919,1.5,Phoenix,No especificado,5
1128,57,Male,91379,1.78,Phoenix,Master,0
1130,77,Female,85422,1.97,New York,Bachelor,4
1131,6,Male,22159,1.51,Houston,Master,0
1132,56,Male,83351,1.6,Los Angeles,Bachelor,2
1133,95,Male,89143,1.98,Houston,Master,0
1134,42,Female,95605,1.74,Houston,Bachelor,3
1135,78,Female,94335,1.77,Houston,No especificado,3
1137,4,Female,44163,1.71,Houston,Master,2
1138,12,Male,21166,1.91,Los Angeles,Bachelor,1
1139,30,Male,52121,1.61,Chicago,Bachelor,5
1140,87,Female,63287,1.69,New York,No especificado,4
1142,76,Female,24807,1.79,Phoenix,No especificado,3
1143,3,Female,53372,1.98,Chicago,Master,4
1144,98,Male,76656,1.69,Houston,Bachelor,4
1145,87,Female,87165,1.97,Los Angeles,PhD,5
1146,35,Male,23458,1.55,Phoenix,No especificado,0
1147,74,Male,84455,1.68,New York,PhD,1
1148,6,Female,65823,1.68,Los Angeles,Bachelor,5
1149,98,Female,23131,1.98,Houston,Bachelor,4
1150,97,Male,41811,1.93,Phoenix,Master,1
1151,23,Male,65295,1.64,Chicago,No especificado,2
1152,61,Female,96355,1.54,Los Angeles,PhD,3
1153,67,Female,47629,1.75,Houston,Bachelor,0
1154,84,Female,21449,1.71,Los Angeles,Master,2
1155,57,Female,39002,1.66,Houston,Bachelor,5
1156,36,Female,56224,1.54,New York,Bachelor,5
1158,75,Male,42521,1.88,Phoenix,Bachelor,0
1159,56,Male,68880,1.8,New York,Bachelor,1
1160,82,Male,61298,1.84,Los Angeles,Master,2
1161,63,Female,49536,1.99,New York,PhD,3
1162,12,Male,25658,1.74,New York,Bachelor,1
1164,45,Female,51390,1.68,Phoenix,No especificado,0
